Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Key Technologies for Networked Virtual Environments,Multimedia Tools and Applications,,,,10.1007/s11042-023-15160-z,Juan González SalinasFernando Boronat SeguíAlmanzor Sapena PieraFrancisco Javier Pastor Castillo,2023,https://link.springer.com/article/10.1007/s11042-023-15160-z,Article
Quantum software engineering and quantum software development lifecycle: a survey,Cluster Computing,,,,10.1007/s10586-024-04362-1,Kanishk DwivediMajid HaghparastTommi Mikkonen,2024,https://link.springer.com/article/10.1007/s10586-024-04362-1,Article
Distributed Big Data Analytics in a Smart City,Technologies and Applications for Big Data Value,,,,10.1007/978-3-030-78307-5_21,Maria A. SerranoErez HadadRoberto CavicchioliRut PalmeroLuca ChiantoreDanilo AmendolaEduardo Quiñones,2022,https://link.springer.com/chapter/10.1007/978-3-030-78307-5_21,Chapter
Change gently: an agent-based virtual interview training for college students with great shyness,Virtual Reality,,,,10.1007/s10055-024-01076-y,Wenxiu GengChao ZhouYulong Bian,2024,https://link.springer.com/article/10.1007/s10055-024-01076-y,Article
On the Use of Web Assembly in a Serverless Context,Agile Processes in Software Engineering and Extreme Programming – Workshops,,,,10.1007/978-3-030-58858-8_15,Seán MurphyLeonardas PersaudWilliam MartiniBill Bosshard,2020,https://link.springer.com/chapter/10.1007/978-3-030-58858-8_15,Conference paper
Machine learning operations landscape: platforms and tools,Artificial Intelligence Review,,,,10.1007/s10462-025-11164-3,Lisana BerberiValentin KozlovGiang NguyenJudith Sáinz-Pardo DíazAmanda CalatravaGermán MoltóViet TranÁlvaro López García,2025,https://link.springer.com/article/10.1007/s10462-025-11164-3,Article
ArtifactOps and ArtifactDL: a methodology and a language for conceptualizing and operationalising different types of pipelines,Journal of Cloud Computing,,,,10.1186/s13677-025-00761-w,Raúl MiñónJosu Diaz-de-ArcayaAna I. Torre-BastidaJuan López-de-ArmentiaGorka ZarateLander BonillaAsier Garcia-PerezJon Aguirre-Usandizaga,2025,https://link.springer.com/article/10.1186/s13677-025-00761-w,Article
Analyzing Infrastructure as Code to Prevent Intra-update Sniping Vulnerabilities,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-030-72013-1_6,Julien LepillerRuzica PiskacMartin SchäfMark Santolucito,2021,https://link.springer.com/chapter/10.1007/978-3-030-72013-1_6,Conference paper
Monitoring Network Flows in&#xa0;Containerized Environments,Cybersecurity of Digital Service Chains,,,,10.1007/978-3-031-04036-8_2,Matteo RepettoAlessandro Carrega,2022,https://link.springer.com/chapter/10.1007/978-3-031-04036-8_2,Chapter
Knowledge representation of the state of a cloud-native application,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-023-00705-2,Joanna KosińskaGrzegorz BrotońMaciej Tobiasz,2023,https://link.springer.com/article/10.1007/s10009-023-00705-2,Article
Exploring the role of big data analytics and dynamic capabilities in ESG programs within pharmaceuticals,Software Quality Journal,,,,10.1007/s11219-024-09666-4,Antonio PesqueiraMaria José Sousa,2024,https://link.springer.com/article/10.1007/s11219-024-09666-4,Article
DevOpsUse: A Community-Oriented Methodology for Societal Software Engineering,Ernst Denert Award for Software Engineering 2020,,,,10.1007/978-3-030-83128-8_8,István Koren,2022,https://link.springer.com/chapter/10.1007/978-3-030-83128-8_8,Chapter
Reference Models,Performance Engineering,,,,10.1007/978-3-031-36763-2_6,Giuseppe Serazzi,2024,https://link.springer.com/chapter/10.1007/978-3-031-36763-2_6,Chapter
Distributed computing with the cloud,Distributed Computing,,,,10.1007/s00446-024-00460-w,Yehuda AfekGal GiladiBoaz Patt-Shamir,2024,https://link.springer.com/article/10.1007/s00446-024-00460-w,Article
SODALITE Use Cases,Deployment and Operation of Complex Software in Heterogeneous Execution Environments,,,,10.1007/978-3-031-04961-3_7,Joao Pita CostaPiero FraternaliKalman MethPaul MundtGiovanni QuattrocchiRalf SchneiderKamil TokmakovRocio Nahime Torres,2022,https://link.springer.com/chapter/10.1007/978-3-031-04961-3_7,Chapter
A multi-dimensional extensible cloud-native service stack for enterprises,Journal of Cloud Computing,,,,10.1186/s13677-022-00366-7,Jian LinDongming XieJinjun HuangZinan LiaoLong Ye,2022,https://link.springer.com/article/10.1186/s13677-022-00366-7,Article
Equilibrium: an elasticity controller for parallel tree search in the cloud,The Journal of Supercomputing,,,,10.1007/s11227-020-03197-y,Stefan KehrerWolfgang Blochinger,2020,https://link.springer.com/article/10.1007/s11227-020-03197-y,Article
An autonomous performance testing framework using self-adaptive fuzzy reinforcement learning,Software Quality Journal,,,,10.1007/s11219-020-09532-z,Mahshid Helali MoghadamMehrdad SaadatmandMarkus BorgMarkus BohlinBjörn Lisper,2021,https://link.springer.com/article/10.1007/s11219-020-09532-z,Article
"A Comprehensive Survey on Trustworthy Graph Neural Networks: Privacy, Robustness, Fairness, and Explainability",Machine Intelligence Research,,,,10.1007/s11633-024-1510-8,Enyan DaiTianxiang ZhaoHuaisheng ZhuJunjie XuZhimeng GuoHui LiuJiliang TangSuhang Wang,2024,https://link.springer.com/article/10.1007/s11633-024-1510-8,Article
An Autonomous Cybersecurity Framework for Next-generation Digital Service Chains,Journal of Network and Systems Management,,,,10.1007/s10922-021-09607-7,Matteo RepettoDomenico StriccoliGiuseppe PiroAlessandro CarregaGennaro BoggiaRaffaele Bolla,2021,https://link.springer.com/article/10.1007/s10922-021-09607-7,Article
Pricing cloud IaaS computing services,Journal of Cloud Computing,,,,10.1186/s13677-020-00161-2,Nicola Dimitri,2020,https://link.springer.com/article/10.1186/s13677-020-00161-2,Article
