Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Time-constrained concurrent data-offloading in the cloud and fog,Cluster Computing,,,,10.1007/s10586-025-05397-8,Zakaria MaamarNoura FaciFadwa YahyaEjub Kajan,2025,https://link.springer.com/article/10.1007/s10586-025-05397-8,Article
Determination of metal contents in some green leafy vegetables in Marmara region of Turkey,SN Applied Sciences,,,,10.1007/s42452-023-05369-w,Medet ZorSevgi Kocaoba,2023,https://link.springer.com/article/10.1007/s42452-023-05369-w,Article
Synergistic effects of zinc and cadmium on phytoremediation potential of Christmas moss (<i>Vesicularia montagnei</i>),Scientific Reports,,,,10.1038/s41598-024-68849-y,Puntaree TaeprayoonKanwara PongphontongKhanitta SomtrakoonTheerawut PhusantisampanWeeradej Meeinkuirt,2024,https://link.springer.com/article/10.1038/s41598-024-68849-y,Article
"Appraisal of ground water vulnerability to seawater intrusion using the GALDIT method in Northwestern Douala basin, Cameroon",Discover Geoscience,,,,10.1007/s44288-025-00159-w,Jovens Nyangang AduckAlice Magha MufurMathias Fru Fonteh,2025,https://link.springer.com/article/10.1007/s44288-025-00159-w,Article
Evaluation of antigenicity and nutritional properties of enzymatically hydrolyzed cow milk,Scientific Reports,,,,10.1038/s41598-021-98136-z,Xiaona LiangGuanlin QianJing SunMei YangXinyang ShiHui YangJunrui WuZongzhou WangYan ZhengXiqing Yue,2021,https://link.springer.com/article/10.1038/s41598-021-98136-z,Article
Swiss chiropractic cohort (Swiss ChiCo) pilot study: feasibility for a musculoskeletal cohort study conducted within a nationwide practice-based research network,European Spine Journal,,,,10.1007/s00586-024-08175-z,Rahim LaljiLéonie HofstetterAlice KongstedViktor von WylJulia BraunMilo A. PuhanCesar A. HincapiéAline BidlingmeyerAndreas FingalAnja MaireAntonia GassnerAstrid KurmannBernhard PulverCarole BeetschenChristian ChervetChristina PaduaChristof SchmidClarisse Noirat-BerdatClaude IlliColette FaasCorinne R. MinderDamien MauronDominic StraussElisabeth FingalEmilie LéonardFabienne Fehr LeuFederica GianolaIlona SalzmannJeanne WaldnerJean-Pierre CordeyJérémie BaretKirsten OlesenLaure BérangerLea RohnerLorene RaboldLuana NyiröMalin Bengtsdotter ThurnherrMalin MühlemannMarcel ArioliMarielle HoarauMarie-Pierre RoyMartina UfferMartine Randoll SchmutzMartin MerzMatilde A. BianchiMelanie HäuslerMichael RenferMichel AymonMireille SchläppiNadia FaigauxNadia GrafNicholas SchenkNicole Aeschlimann KiblerNicole SchläppiNils OsseiranNina YerlyNoemi AmrheinPatric BeereuterPatrick RyserPeter BonPeter KellerRebecca Duvanel AustinatRoland NoiratRomain ClercRoy BösigerSamuel KosewährSarah FilliezSara MeierSerafin LeemannSeraina FranceySibylle NebikerSimone MüllerSonja NardiniStephanie ZimmermannStefan RauberThierry SchmutzThomas LüthyThomas ThurnherrTom LeleuUrs ZahnerVincent BillaWilliam Jardine,2024,https://link.springer.com/article/10.1007/s00586-024-08175-z,Article
The significance of heterophasic ion exchange in active biomonitoring of heavy metal pollution of surface waters,Scientific Reports,,,,10.1038/s41598-023-43454-7,Andrzej KłosSławomir WierzbaPaweł ŚwisłowskiAgnieszka CyganŁukasz GrussMirosław WiatkowskiKrzysztof PulikowskiZbigniew ZiembikAgnieszka Dołhańczuk-ŚródkaMałgorzata RajfurDominik JerzMagdalena Piechaczek-WereszczyńskaCzesława Rosik-DulewskaPiotr Wieczorek,2023,https://link.springer.com/article/10.1038/s41598-023-43454-7,Article
A review of the modern principles and applications of solid-phase extraction techniques in chromatographic analysis,Analytical Sciences,,,,10.1007/s44211-022-00190-8,Mohamed E. I. BadawyMahmoud A. M. El-NoubyPaul K. KimaniLee W. LimEntsar I. Rabea,2022,https://link.springer.com/article/10.1007/s44211-022-00190-8,Article
Systematic analysis of automated threat modelling techniques: Comparison of open-source tools,Software Quality Journal,,,,10.1007/s11219-023-09634-4,Daniele GranataMassimiliano Rak,2023,https://link.springer.com/article/10.1007/s11219-023-09634-4,Article
Quality of heavy metal-contaminated soil before and after column flushing with washing agents derived from municipal sewage sludge,Scientific Reports,,,,10.1038/s41598-021-95441-5,Barbara KlikZygmunt M. GusiatinDorota Kulikowska,2021,https://link.springer.com/article/10.1038/s41598-021-95441-5,Article
"Simple fuzzy classification of metal qualities of Ona River, Ibadan, Nigeria, and its implication for fish production and other uses",Discover Water,,,,10.1007/s43832-024-00137-2,Olayiwola Akin AkintolaFoluso Oyedotun AgunbiadeTolulope Omolayo AriyomoToju Esther BabalolaBolaji Adelanke AdabembeOluwaseun Temitope FaloyeOpeyemi Samuel Sajo,2024,https://link.springer.com/article/10.1007/s43832-024-00137-2,Article
Availability of iron ions impacts physicochemical properties and proteome of outer membrane vesicles released by <i>Neisseria gonorrhoeae</i>,Scientific Reports,,,,10.1038/s41598-023-45498-1,Jagoda PłaczkiewiczKatarzyna GieczewskaMarcin MusiałowskiMonika Adamczyk-PopławskaPaweł BącalAgnieszka Kwiatek,2023,https://link.springer.com/article/10.1038/s41598-023-45498-1,Article
Contrasting executive function development among primary school children from Hong Kong and Germany,European Journal of Psychology of Education,,,,10.1007/s10212-020-00519-9,Katharina SchirmbeckNirmala RaoRhoda WangBen RichardsStephanie W. Y. ChanClaudia Maehler,2020,https://link.springer.com/article/10.1007/s10212-020-00519-9,Article
Personalized Portfolio Optimization Using Genetic (AI) Algorithms,Big Data and Artificial Intelligence in Digital Finance,,,,10.1007/978-3-030-94590-9_11,Roland MeierRené Danzinger,2022,https://link.springer.com/chapter/10.1007/978-3-030-94590-9_11,Chapter
Expectations and realities: Examining adolescent students’ game jam experiences,Education and Information Technologies,,,,10.1007/s10639-021-10782-y,Riikka AuravaMikko Meriläinen,2021,https://link.springer.com/article/10.1007/s10639-021-10782-y,Article
Case Study Pedagogy in Disaster Education,Science & Education,,,,10.1007/s11191-024-00598-w,Prerna SrigyanKim Fortun,2025,https://link.springer.com/article/10.1007/s11191-024-00598-w,Article
Potential of spectroscopic analyses for non-destructive estimation of tea quality-related metabolites in fresh new leaves,Scientific Reports,,,,10.1038/s41598-021-83847-0,Hiroto YamashitaRei SonobeYuhei HironoAkio MoritaTakashi Ikka,2021,https://link.springer.com/article/10.1038/s41598-021-83847-0,Article
The Potential of Video Vignettes to Promote Diagnostic Skills of Prospective Teachers at Vocational Schools,Vocations and Learning,,,,10.1007/s12186-025-09378-1,Teresa GiekPhilipp EichentopfJürgen SeifriedAndrea Burda-Zoyke,2025,https://link.springer.com/article/10.1007/s12186-025-09378-1,Article
Reducing Social Media Attention Inequality in Disasters: The Role of Official Media During Rainstorm Disasters in China,International Journal of Disaster Risk Science,,,,10.1007/s13753-024-00562-w,Longfei ZhengLei ChenFenjie LongJianing LiuLei Li,2024,https://link.springer.com/article/10.1007/s13753-024-00562-w,Article
Bio-based protic salts as precursors for sustainable free-standing film electrodes,Scientific Reports,,,,10.1038/s41598-024-61553-x,Alina Brzęczek-SzafranMagdalena GwóźdźBartłomiej GaidaMaciej KrzywieckiMirosława PawlytaAgata Blacha-GrzechnikAnna KolanowskaAnna ChrobokDawid Janas,2024,https://link.springer.com/article/10.1038/s41598-024-61553-x,Article
MEDALT: single-cell copy number lineage tracing enabling gene discovery,Genome Biology,,,,10.1186/s13059-021-02291-5,Fang WangQihan WangVakul MohantyShaoheng LiangJinzhuang DouJincheng HanDarlan Conterno MinussiRuli GaoLi DingNicholas NavinKen Chen,2021,https://link.springer.com/article/10.1186/s13059-021-02291-5,Article
<i>Fusarium oxysporum</i> FO12 enhances plant performance by modulating the phytohormone profile and soil properties as a function of the inoculation method,Plant and Soil,,,,10.1007/s11104-025-07380-z,Jesús Sevillano-CañoCarlos Agustí-BrisachJosé María García-MinaÁngel María ZamarreñoVidal BarrónAntonio Rafael Sánchez-Rodríguez,2025,https://link.springer.com/article/10.1007/s11104-025-07380-z,Article
Macrophages foster anti-tumor immunity by ZEB1-dependent cytotoxic T cell chemoattraction,Communications Biology,,,,10.1038/s42003-025-08339-7,Kathrin FuchsElisabetta D’AvanzoIsabell ArmstarkRuthger van RoeyAna Clavel EzquerraNino BindelKatharina SiebenkäsYussuf HajjajRenato LiguoriFulvia FerrazziLukas AmonJohanna BulangJulian HübnerMarcel EdlerEce GraceAnnemarie SchwabMarwin AlfredoMaria FaasJochen AckermannElena PercivalleClaudia GüntherMarkus H. HoffmannGerhard KrönkeChristoph BeckerDiana DudziakPhilipp ArnoldMiriam WoehnerFalk NimmerjahnSimone BrabletzMarc P. StemmlerThomas BrabletzHarald Schuhwerk,2025,https://link.springer.com/article/10.1038/s42003-025-08339-7,Article
Salinity inhibits the induction of physiological responses to iron and potassium deficiency in two phylogenetically related species: <i>Arabidopsis thaliana</i> (glycophyte) and <i>Cakile maritima</i> (halophyte),Plant and Soil,,,,10.1007/s11104-024-06992-1,Hayet HoumaniEsteban AlcántaraFrancisco J. RomeraMaría J. GarcíaRafael Pérez-VicenteChedly AbdellyCarlos Lucena,2024,https://link.springer.com/article/10.1007/s11104-024-06992-1,Article
"Migrasomes, a new mode of intercellular communication",Cell Communication and Signaling,,,,10.1186/s12964-023-01121-4,Yuyun JiangXi LiuJixian YeYongbin MaJiahui MaoDingqi FengXuefeng Wang,2023,https://link.springer.com/article/10.1186/s12964-023-01121-4,Article
Understanding the challenges and novel architectural models of multi-cloud native applications – a systematic literature review,Journal of Cloud Computing,,,,10.1186/s13677-022-00367-6,Juncal AlonsoLeire Orue-EchevarriaValentina CasolaAna Isabel TorreMaider HuarteEneko OsabaJesus L. Lobo,2023,https://link.springer.com/article/10.1186/s13677-022-00367-6,Article
"Evolution of Vitamin D Status and Vitamin D Receptor Gene Expression Among Professional Handball Athletes During a Competitive Period. Relationship with Body Composition, Calcium, Magnesium and Phosphorous",Biological Trace Element Research,,,,10.1007/s12011-023-03760-7,Jorge Molina-LópezLourdes Herrera-QuintanaHéctor Vázquez-LorenteElena Planells,2023,https://link.springer.com/article/10.1007/s12011-023-03760-7,Article
"A longitudinal analysis of the reciprocal relationship between academic procrastination, study satisfaction, and dropout intentions in higher education",European Journal of Psychology of Education,,,,10.1007/s10212-021-00571-z,Anne ScheunemannTheresa SchnettlerJulia BobeStefan FriesCarola Grunschel,2021,https://link.springer.com/article/10.1007/s10212-021-00571-z,Article
"At Least Agree on the Important Things: The Impact of Issue Distance, Intracoalition Heterogeneity, and Salience on Voters’ Coalition Preferences",Politische Vierteljahresschrift,,,,10.1007/s11615-022-00415-5,Robert Welz,2022,https://link.springer.com/article/10.1007/s11615-022-00415-5,Article
Notions of EU Citizenship Among Young People in the Peripheral Regions of East Central Europe,EU Citizenship Beyond Urban Centres,,,,10.1007/978-3-031-29793-9_3,Lars VogelDavid Will,2023,https://link.springer.com/chapter/10.1007/978-3-031-29793-9_3,Chapter
Effect of freeze–thaw manipulation on phytostabilization of industrially contaminated soil with halloysite nanotubes,Scientific Reports,,,,10.1038/s41598-023-49698-7,Maja RadziemskaMariusz Z. GusiatinAgnieszka Cydzik-KwiatkowskaAurelia BlazejczykGrzegorz MajewskiIwona JaskulskaMartin Brtnicky,2023,https://link.springer.com/article/10.1038/s41598-023-49698-7,Article
The bryophyte community as bioindicator of heavy metals in a waterfall outflow,Scientific Reports,,,,10.1038/s41598-022-10980-9,Narin PrintarakulWeeradej Meeinkuirt,2022,https://link.springer.com/article/10.1038/s41598-022-10980-9,Article
Takanga ‘enau fohe: a scoping review of the educational successes and challenges of Pacific learners in Australia 2010–2021,The Australian Educational Researcher,,,,10.1007/s13384-023-00611-1,Maryanne PaleLyn KeeBin WuWendy Goff,2023,https://link.springer.com/article/10.1007/s13384-023-00611-1,Article
"Performance, isotherm, kinetics and mechanism of simultaneous removal of Cr(VI), Cu(II) and F ions by CeO<sub>2</sub>–MgO binary oxide nanomaterials",Scientific Reports,,,,10.1038/s41598-024-78830-4,Rumman ZaidiSaif Ullah KhanIzharul Haq FarooqiFaheem AhmedAbdullah AlsulamiAmeer AzamSaleh O. Allehabi,2025,https://link.springer.com/article/10.1038/s41598-024-78830-4,Article
Application of ion-exchange dynamic conditions in the recovery of precious metals from refining waste,Scientific Reports,,,,10.1038/s41598-024-66086-x,Karolina GocGrzegorz BenkeJoanna KluczkaKarolina PianowskaJoanna MalarzKatarzyna Leszczyńska-Sejda,2024,https://link.springer.com/article/10.1038/s41598-024-66086-x,Article
Quantum software engineering and quantum software development lifecycle: a survey,Cluster Computing,,,,10.1007/s10586-024-04362-1,Kanishk DwivediMajid HaghparastTommi Mikkonen,2024,https://link.springer.com/article/10.1007/s10586-024-04362-1,Article
Photosynthetic response of <i>Solidago gigantea</i> Aition and <i>Calamagrostis epigejos</i> L. (Roth) to complex environmental stress on heavy metal contaminated sites,Scientific Reports,,,,10.1038/s41598-024-82952-0,Wojciech BąbaAgnieszka Kompała-BąbaEdyta SierkaWojciech Bierza,2024,https://link.springer.com/article/10.1038/s41598-024-82952-0,Article
RETRACTED ARTICLE: Inductively coupled plasma-mass spectrometry (ICP-MS) detection of trace metal contents of children cosmetics,Optical and Quantum Electronics,,,,10.1007/s11082-023-06166-w,Semiha KopruMustafa Soylak,2024,https://link.springer.com/article/10.1007/s11082-023-06166-w,Article
Metabolic framework of spontaneous and synthetic sourdough metacommunities to reveal microbial players responsible for resilience and performance,Microbiome,,,,10.1186/s40168-022-01301-3,Francesco Maria CalabreseHana AmeurOlga NikoloudakiGiuseppe CelanoMirco VaccaWilson JFLemos JuniorCaterina ManzariFabienne VertèRaffaella Di CagnoGraziano PesoleMaria De AngelisMarco Gobbetti,2022,https://link.springer.com/article/10.1186/s40168-022-01301-3,Article
Composting of recovered rock wool from hydroponics for the production of soil amendment,Environmental Science and Pollution Research,,,,10.1007/s11356-024-33041-2,Darja IsteničFranja ProsencNeva ZupancMatejka TurelAndrej HolobarRadmila MilačičStefan MarkovićRok Mihelič,2024,https://link.springer.com/article/10.1007/s11356-024-33041-2,Article
Next Generation Cloud Architectures,The Cloud-to-Thing Continuum,,,,10.1007/978-3-030-41110-7_2,Konstantinos M. GiannoutakisMinas Spanopoulos-KaralexidisChristos K. Filelis PapadopoulosDimitrios Tzovaras,2020,https://link.springer.com/chapter/10.1007/978-3-030-41110-7_2,Chapter
Cultivating a Space for Learning: A Study of Note-Taking and Sharing on a Video-Sharing Platform Bilibili,Computer Supported Cooperative Work (CSCW),,,,10.1007/s10606-025-09511-7,Fangyu YuXianghua Sharon DingPeng ZhangTun LuNing Gu,2025,https://link.springer.com/article/10.1007/s10606-025-09511-7,Article
"Assessing surface water quality in Hungary’s Danube basin using geochemical modeling, multivariate analysis, irrigation indices, and Monte Carlo simulation",Scientific Reports,,,,10.1038/s41598-024-69312-8,Omar SaeedAndrás SzékácsGyőző JordánMária MörtlMostafa R. AbukhadraAhmed M. El-SherbeenyPéter SzűcsMohamed Hamdy Eid,2024,https://link.springer.com/article/10.1038/s41598-024-69312-8,Article
The use of blackcurrant pomace and erythritol to optimise the functional properties of shortbread cookies,Scientific Reports,,,,10.1038/s41598-024-54461-7,Ewa RaczkowskaAneta WojdyłoPaulina Nowicka,2024,https://link.springer.com/article/10.1038/s41598-024-54461-7,Article
Investigating the role of bulk and nano nickel in amelioration of morphophysiology and photosynthetic activity of <i>Triticum aestivum</i> L.,Scientific Reports,,,,10.1038/s41598-025-98964-3,Samina BibiSiraj UddinMuhammad AnasMinhas ElahiJaved IqbalShoaib KhanMahboobeh MahmoodiMohsin KaziFars K. AlanaziUmar Masood Quraishi,2025,https://link.springer.com/article/10.1038/s41598-025-98964-3,Article
Women’s empowerment and gender equality in agricultural value chains: evidence from four countries in Asia and Africa,Food Security,,,,10.1007/s12571-021-01193-5,Agnes QuisumbingJessica HeckertSimone FaasGayathri RamaniKalyani RaghunathanHazel MalapitHazel MalapitJessica HeckertSarah EisslerSimone FaasElena MartinezEmily MyersAudrey PereiraAgnes QuisumbingCatherine RagasaKalyani RaghunathanDeborah RubinGreg Seymour,2021,https://link.springer.com/article/10.1007/s12571-021-01193-5,Article
Sustainable application of novel herbs on cotton fabrics as biomordants and colourants,Environmental Science and Pollution Research,,,,10.1007/s11356-022-18818-7,Alka Madhukar ThakkerDanmei Sun,2022,https://link.springer.com/article/10.1007/s11356-022-18818-7,Article
Accessory enzymes of hypercellulolytic <i>Penicillium funiculosum</i> facilitate complete saccharification of sugarcane bagasse,Biotechnology for Biofuels,,,,10.1186/s13068-021-02020-x,Olusola A. OgunyewoPooja UpadhyayGirish H. RajacharyaOmoaruemike E. OkerekeLaura FaasLeonardo D. GómezSimon J. McQueen-MasonSyed Shams Yazdani,2021,https://link.springer.com/article/10.1186/s13068-021-02020-x,Article
"Occurrence of heavy metals in fish species, water and sediments of the Pasur River in Bangladesh along with assessments of ecological and human health risks",Discover Environment,,,,10.1007/s44274-025-00238-2,Evena Parvin LipyMd. Tazinur RahmanSadia IslamMohammad RaknuzzamanMd. Monirul IslamSamina AkhterDipa IslamMustafizur Rahman NaimMohammad MoniruzzamanAnindita BiswasMahmuda HakimChadni Lyzu,2025,https://link.springer.com/article/10.1007/s44274-025-00238-2,Article
"Achievements, challenges, and future prospects for industrialization of perovskite solar cells",Light: Science & Applications,,,,10.1038/s41377-024-01461-x,Chuang YangWenjing HuJiale LiuChuanzhou HanQiaojiao GaoAnyi MeiYinhua ZhouFengwan GuoHongwei Han,2024,https://link.springer.com/article/10.1038/s41377-024-01461-x,Article
Construction of fatty acid derivatives from rubber seed oil as α-glucosidase inhibitors based on rubber seed oil,Bioresources and Bioprocessing,,,,10.1186/s40643-022-00492-9,Jiahao LiuRenwei ZhangKaili NieChangsheng LiuLi DengFang Wang,2022,https://link.springer.com/article/10.1186/s40643-022-00492-9,Article
Public transcriptome database-based selection and validation of reliable reference genes for breast cancer research,BioMedical Engineering OnLine,,,,10.1186/s12938-021-00963-8,Qiang SongLu DouWenjin ZhangYang PengMan HuangMengyuan Wang,2021,https://link.springer.com/article/10.1186/s12938-021-00963-8,Article
A chronological study of gunshot residue (GSR) detection techniques: a narrative review,Egyptian Journal of Forensic Sciences,,,,10.1186/s41935-023-00369-8,Sreelakshmi KrishnaPooja Ahuja,2023,https://link.springer.com/article/10.1186/s41935-023-00369-8,Article
"Assessment of Metallic Content, Pollution, and Sources of Road Dust in the City of Białystok (Poland)",Aerosol and Air Quality Research,,,,10.4209/aaqr.2019.10.0518,Mirosław SkorbiłowiczElżbieta SkorbiłowiczWojciech Łapiński,2020,https://link.springer.com/article/10.4209/aaqr.2019.10.0518,Article
Understanding Trust and Cloud Computing: An Integrated Framework for Assurance and Accountability in the Cloud,Data Privacy and Trust in Cloud Computing,,,,10.1007/978-3-030-54660-1_1,Theo LynnLisa van der WerffGrace Fox,2021,https://link.springer.com/chapter/10.1007/978-3-030-54660-1_1,Chapter
Democratic Practices and Political Dynamics of Intra-Group Policy Formation in the European Parliament,European Parliament’s Political Groups in Turbulent Times,,,,10.1007/978-3-030-94012-6_4,Anna ElomäkiBarbara GawedaValentine Berthet,2022,https://link.springer.com/chapter/10.1007/978-3-030-94012-6_4,Chapter
Carbon nanomaterial-based membranes in solid-phase extraction,Microchimica Acta,,,,10.1007/s00604-023-05741-y,Chiara Dal BoscoMassimo Giuseppe De CesarisNina FelliElena LucciSalvatore FanaliAlessandra Gentili,2023,https://link.springer.com/article/10.1007/s00604-023-05741-y,Article
Ultrasound-assisted dispersive micro-solid phase extraction using molybdenum disulfide supported on reduced graphene oxide for energy dispersive X-ray fluorescence spectrometric determination of chromium species in water,Microchimica Acta,,,,10.1007/s00604-020-04476-4,Katarzyna PytlakowskaKarina KocotMichał PilchMaciej Zubko,2020,https://link.springer.com/article/10.1007/s00604-020-04476-4,Article
Nitrogen dynamics after two years of elevated CO<sub>2</sub> in phosphorus limited <i>Eucalyptus</i> woodland,Biogeochemistry,,,,10.1007/s10533-020-00699-y,Louise C. AndresenYolima CarrilloCatriona A. MacdonaldLaura Castañeda-GómezSamuel BodéTobias Rütting,2020,https://link.springer.com/article/10.1007/s10533-020-00699-y,Article
Modeling and simulation of smart grid-aware edge computing federations,Cluster Computing,,,,10.1007/s10586-022-03797-8,Román CárdenasPatricia ArrobaJosé L. Risco-MartínJosé M. Moya,2022,https://link.springer.com/article/10.1007/s10586-022-03797-8,Article
Genomic predictions and genome-wide association studies based on RAD-seq of quality-related metabolites for the genomics-assisted breeding of tea plants,Scientific Reports,,,,10.1038/s41598-020-74623-7,Hiroto YamashitaTomoki UchidaYasuno TanakaHideyuki KataiAtsushi J. NaganoAkio MoritaTakashi Ikka,2020,https://link.springer.com/article/10.1038/s41598-020-74623-7,Article
Vouw: Geometric Pattern Mining Using the MDL Principle,Advances in Intelligent Data Analysis XVIII,,,,10.1007/978-3-030-44584-3_13,Micky FaasMatthijs van Leeuwen,2020,https://link.springer.com/chapter/10.1007/978-3-030-44584-3_13,Conference paper
The importance of time and other determinants in the assessment of heavy metals release during solid waste management,Scientific Reports,,,,10.1038/s41598-023-28926-0,Kamila MizernaAnna Król,2023,https://link.springer.com/article/10.1038/s41598-023-28926-0,Article
"Sensory, structural breakdown, microstructure, salt release properties, and shelf life of salt-coated air-dried yellow alkaline noodles",npj Science of Food,,,,10.1038/s41538-023-00183-5,Shin-Yong YeohHui-Ling TanLubowa MuhammadThuan-Chew TanMaizura MuradAzhar Mat Easa,2023,https://link.springer.com/article/10.1038/s41538-023-00183-5,Article
Conjugation of VEGFR1/R2-targeting peptide with gold nanoparticles to enhance antiangiogenic and antitumoral activity,Journal of Nanobiotechnology,,,,10.1186/s12951-021-01198-4,Pegah ZanjanchiS. Mohsen AsghariHassan MohabatkarMostafa ShourianMehdi Shafiee Ardestani,2022,https://link.springer.com/article/10.1186/s12951-021-01198-4,Article
The paradox of externally driven localisation: a case study on how local actors manage the contradictory legitimacy requirements of top-down bottom-up aid,Journal of International Humanitarian Action,,,,10.1186/s41018-023-00139-0,Femke Mulder,2023,https://link.springer.com/article/10.1186/s41018-023-00139-0,Article
Deep learning approach to security enforcement in cloud workflow orchestration,Journal of Cloud Computing,,,,10.1186/s13677-022-00387-2,Hadeel T. El-KassabiMohamed Adel SerhaniMohammad M. MasudKhaled ShuaibKhaled Khalil,2023,https://link.springer.com/article/10.1186/s13677-022-00387-2,Article
A method to create a synthetic population with social networks for geographically-explicit agent-based models,Computational Urban Science,,,,10.1007/s43762-022-00034-1,Na JiangAndrew T. CrooksHamdi KavakAnnetta BurgerWilliam G. Kennedy,2022,https://link.springer.com/article/10.1007/s43762-022-00034-1,Article
"Alginate-like polymers from full-scale aerobic granular sludge: content, recovery, characterization, and application for cadmium adsorption",Scientific Reports,,,,10.1038/s41598-022-26743-5,Agnieszka Cydzik-KwiatkowskaMariusz Z. GusiatinMagdalena ZielińskaIrena Wojnowska-BaryłaDorota KulikowskaKatarzyna Bernat,2022,https://link.springer.com/article/10.1038/s41598-022-26743-5,Article
Traceability of the geographical origin of <i>Siraitia grosvenorii</i> based on multielement contents coupled with chemometric techniques,Scientific Reports,,,,10.1038/s41598-021-00664-1,Xiao-Ping HuangLei LeiShun-Xin LeiWei-Wei ZhuJun Yan,2021,https://link.springer.com/article/10.1038/s41598-021-00664-1,Article
Research on anthracnose grade of <i>Camellia oleifera</i> based on the combined LIBS and THz technology,Plant Methods,,,,10.1186/s13007-022-00883-1,Li BinWang QiuZhan Chao-huiHan Zhao-yangYin HaiLiao JunLiu Yan-de,2022,https://link.springer.com/article/10.1186/s13007-022-00883-1,Article
Metabolic reprogramming of osteoclasts represents a therapeutic target during the treatment of osteoporosis,Scientific Reports,,,,10.1038/s41598-020-77892-4,Jule TaubmannBrenda KrishnacoumarChristina BöhmMaria FaasDorothea I. H. MüllerSusanne AdamCornelia StollMartin BöttcherDimitrios MougiakakosUwe SonnewaldJörg HofmannGeorg SchettGerhard KrönkeCarina Scholtysek,2020,https://link.springer.com/article/10.1038/s41598-020-77892-4,Article
Assessment of biotoxicity of three types of landfilled foundry waste on the basis of dehydrogenase activity,Environmental Monitoring and Assessment,,,,10.1007/s10661-022-10320-4,Marta Bożym,2022,https://link.springer.com/article/10.1007/s10661-022-10320-4,Article
An overview on the use of operations research in additive manufacturing,Annals of Operations Research,,,,10.1007/s10479-022-05040-4,Jose M. FraminanPaz Perez-GonzalezVictor Fernandez-Viagas,2022,https://link.springer.com/article/10.1007/s10479-022-05040-4,Article
SODALITE@RT: Orchestrating Applications on Cloud-Edge Infrastructures,Journal of Grid Computing,,,,10.1007/s10723-021-09572-0,Indika KumaraPaul MundtKamil TokmakovDragan RadolovićAlexander MaslennikovRomán Sosa GonzálezJorge Fernández FabeiroGiovanni QuattrocchiKalman MethElisabetta Di NittoDamian A. TamburriWillem-Jan Van Den HeuvelGeorgios Meditskos,2021,https://link.springer.com/article/10.1007/s10723-021-09572-0,Article
Preselection of a sorption model based on a column test: the algorithm and an example of its application,Hydrogeology Journal,,,,10.1007/s10040-021-02338-8,Marek MarciniakMonika OkońskaMariusz Kaczmarek,2021,https://link.springer.com/article/10.1007/s10040-021-02338-8,Article
Proactive Maintenance Strategy Based on Resilience Empowerment for Complex Buildings,New Metropolitan Perspectives,,,,10.1007/978-3-030-52869-0_21,Francesco RotaMaria Cinzia Luisa TalamoGiancarlo Paganin,2020,https://link.springer.com/chapter/10.1007/978-3-030-52869-0_21,Conference paper
"Different dietary starch sources alter the carcass traits, meat quality, and the profile of muscle amino acid and fatty acid in finishing pigs",Journal of Animal Science and Biotechnology,,,,10.1186/s40104-020-00484-9,Miao YuZhenming LiTing RongGang WangZhichang LiuWeidong ChenJiazhou LiJianhao LiXianyong Ma,2020,https://link.springer.com/article/10.1186/s40104-020-00484-9,Article
Dynamic resource provisioning for cyber-physical systems in cloud-fog-edge computing,Journal of Cloud Computing,,,,10.1186/s13677-020-00181-y,Zhanyang XuYanqi ZhangHaoyuan LiWeijing YangQuan Qi,2020,https://link.springer.com/article/10.1186/s13677-020-00181-y,Article
Colour-assisted variation in elytral ICP-OES-based ionomics in an aposematic beetle,Scientific Reports,,,,10.1038/s41598-020-79329-4,Grzegorz OrłowskiPrzemysław NiedzielskiJerzy KargJędrzej Proch,2020,https://link.springer.com/article/10.1038/s41598-020-79329-4,Article
Effects of exercise therapy in patients with acute low back pain: a systematic review of systematic reviews,Systematic Reviews,,,,10.1186/s13643-020-01412-8,Marc KarlssonAnna BergenheimMaria E. H. LarssonLena NordemanMaurits van TulderSusanne Bernhardsson,2020,https://link.springer.com/article/10.1186/s13643-020-01412-8,Article
A novel and facile green synthesis method to prepare LDH/MOF nanocomposite for removal of Cd(II) and Pb(II),Scientific Reports,,,,10.1038/s41598-021-81095-w,Roozbeh SoltaniRasool PelalakMahboubeh PishnamaziAzam MarjaniAhmad B. AlbadarinShaheen M. SarkarSaeed Shirazian,2021,https://link.springer.com/article/10.1038/s41598-021-81095-w,Article
Measuring the Business Value of Infrastructure Migration to the Cloud,Measuring the Business Value of Cloud Computing,,,,10.1007/978-3-030-43198-3_2,Pierangelo RosatiTheo Lynn,2020,https://link.springer.com/chapter/10.1007/978-3-030-43198-3_2,Chapter
Quantitative extraction of chromium VI and III from tanned leather: a comparative study of pretreatment methods,Journal of Leather Science and Engineering,,,,10.1186/s42825-021-00071-2,Mónica Gisel Arellano-SánchezChristine Devouge-BoyerMarie Hubert-RouxCarlos AfonsoMélanie Mignot,2021,https://link.springer.com/article/10.1186/s42825-021-00071-2,Article
